wallet,total_tx,avg_age,total_balance,chains_used,tier
0x6c9449a3b7bd604e12e9407460643f1dfbd9fff7,400,588.4,0.0432,4,Tier 3
0x5b22cb31e3b5e937ccb3a37d8b4c6f34fedf5b1f,12,53.2,0,3,Tier 3
0x333b057f62171b1bf38d62fd83dd60a892ede07d,58,128.8,0.0179,4,Tier 3
0x9aeb27e6ac24d98b8666e406fb2c909e0043823b,53,74.2,0.0002,4,Tier 3
0xb478c5c5ac447c64def95b0d32ebb3869e1622e0,78,21.6,0.7506,4,Tier 3
0xe233ccaa56ab5b5c2e086456a851fd673a4f2d98,78,75.2,0.0325,4,Tier 3
0x11c65e90f30c7067ab28b337a1c453d8898c8218,31,17.2,0.247,4,Tier 3
0x258877c3478f744f2f50b4eec2504ecd69b2e3a5,400,584,1.8015,4,Tier 3
0x92f72152e7b86b2778ae04a61a724ec586e4eeba,17,2,0.0002,3,Tier 3
0xf46032094319bf494f0f7cc3fd19a213f4fff1d8,65,75.2,0.0232,4,Tier 3
0xfbc19cafa3178755797e0897084a6335a446a03d,121,51.4,0.5263,4,Tier 3
0xed18336ecdb19ae981dff9ff0da5edf55485b0af,51,128.8,0.1065,4,Tier 3
0xbbd908691dd03bfaf19ff00e0e379fe6641f4488,319,778.6,3851.5839,4,Tier 1
0xcfb1df0143e29dc85753eb727cb495f0943491e8,188,73.6,59.9026,4,Tier 2
0x26b1693b69324652b60df77f51770d622fe94a0e,283,354.2,218.5838,4,Tier 1
0xe5518670345b2519cb52902ca9757922b0a0c99d,266,476.6,6426.8366,4,Tier 1
0x1921499dbf55d7c2cf3cebd1707d1b7bd92c1d62,184,249.8,84.781,4,Tier 1
0xf85a32c4520e868c49d751e44d6b2bde84556830,69,75.2,0.112,4,Tier 3
0x4e60c52999b824e71001fa023bf64e46a593a97f,173,81.6,0.5804,4,Tier 3
0xa23aa3d0283a5ba87501a74201a8dded16eec0ce,176,252.2,60.0838,4,Tier 1
0xf168eda1836836a19e10f4215e1ae743bbdb1522,258,248.2,0.1059,4,Tier 3
0xbb4072c292728f64623f6262153983571c7259ac,160,71.4,16.6993,4,Tier 2
0x73b0e147f0aaa4423df9d9246db2033b3ca138f0,182,222.6,114.7756,4,Tier 1
0x15ffecea2660869c8c04ab39fe7c0251fe305d36,183,358,245.8758,4,Tier 1
0x5856a27f04639291470b35acaaf15d64394bb0ed,166,220.4,114.5613,4,Tier 1
0x4d079ab8ed6b62a4611363c96cc566beb295f99c,172,325.6,37.0541,4,Tier 1
0x4a0cc2fdee98f58fae59b1d40ed178855ef56f0d,0,0,0,0,Tier 3
0x433e4c5022b311451c3ba67e6e84ce2877e3a9c8,48,128.8,0.0795,4,Tier 3
0xd7c6cb35f6dc23f25670924a9460835ae46cbeb8,161,71.4,60.088,4,Tier 2
0x4519327eee0fc11b1459d814962829f15a2c461f,165,227,16.1222,4,Tier 2
0xe55332a39ebfad1b7d3ede237603c394583221d8,171,227,48.0377,4,Tier 1
0x1c89c5dfeab4356d17a46115050507ce4edf7271,170,216,88.963,4,Tier 1
0x95914b943a0d08fafa31fbdf71182dccee7de927,176,338.8,0.1733,4,Tier 3
0x782c427dd1ebb07454921a633ce49b08750401db,179,271.8,14.3575,4,Tier 2
0x53fd61b23adf1d50502fbcd40d8cf45f0f64536a,94,52.8,0.9923,4,Tier 3
0x8917da1ab2d2081db0130aba3bf67bdb9ceb3ac6,35,115.6,0.1038,4,Tier 3
0xb188a44d2b5353f7612a9fe8b8cd30e808cd203a,328,408.4,0.2668,4,Tier 3
0x0ccb123e902e0e87f68918dd526ff3666918f340,59,81,0.1059,4,Tier 3
0x3346d714767a1219ce5a8ad6d5dd29377ee8f865,174,288.4,14.4941,4,Tier 2
0xfa5553128d7225531bd7daba3f9f0e90f2962e02,155,227,3.3747,4,Tier 2
0xea5f6202b6c61631edd3628a7e00af718e519607,176,326.6,17.2396,4,Tier 2
0xd68d928e4a2d77a58366edb4c050e5f8d5837cb3,173,214.6,974.5119,4,Tier 1
0x05d1af745a4efd6886621421e6a6d60ded47e839,185,281,14.6523,4,Tier 2
0x45f01e7b5a2db74d0fd5f7c8d0f9335a2fbefbd8,162,227,77.1289,4,Tier 1
0x472ec2b26169884e2cac3ee1e0bb6dc9ee8583fc,78,163.4,0,4,Tier 3
0x393f88566a0fa877c1e4b2290923a458ab2e94e9,1,2,0,1,Tier 3
0x31bf5793976c10aed933787896c394e158271fdf,326,395.2,0.0075,4,Tier 3
0x67ae3daf6eec103765094980519dd6e391eed72b,0,0,0,0,Tier 3
0xb4be53f09766ff27768af0dd84702502efa208f9,171,71.4,11.3706,4,Tier 2
0xd1de88503b98d2c19b018bd30ba195cbbe0a8e8d,51,128.8,0.0267,4,Tier 3
0x7936195d60fccd3bd20e9fe6dbace6f0343c661f,29,17.2,0.2304,2,Tier 3
0xd38e9d0976a17c35bb573be283d40ee189b82da2,160,71.4,15.7272,4,Tier 2
0xc21015c3481422bf87a59c3054c98a77c1c5de6d,163,83.8,15.2041,4,Tier 2
0x141a6d9df90a6659bf1ef516b1a27f71e2c0ec20,171,209.6,14.2953,4,Tier 2
0x0cb72f140a259982a5d4a81fa079ffb0b443a092,186,248.4,15.1199,4,Tier 2
0xfe67676344547f2b59f6ee40196cc342868baaa9,169,113.8,3.5761,4,Tier 2
0xef926d64e15c9371d4ac5126495a7902863aa84e,0,0,0,0,Tier 3
0x267061fd6f6e96f93aad4a146258a79be7bd8b14,69,75.2,0.025,4,Tier 3
0x5bb22cd3fffb5817b4aac0980c9fd3a158932708,162,278.6,14.814,3,Tier 2
0x52af217e83ecd26280359d40ff46081965ead407,173,52.6,19.4387,4,Tier 2
0xbff4cb1fc216ce9aad1870d4fbcba43b44ac0f0c,157,54.2,13.8539,4,Tier 2
0xc5442881f42cd838e518b8f968b5af65ade8b964,150,71.4,3.5644,4,Tier 2
0x00ecfb2cdbad80b46e8701906d53fdc0cb2fb943,285,135,0,4,Tier 3
0x7be9e3e009b864a567388c879384a8f62a4e5e75,175,277.6,19.3154,4,Tier 2
0xf997505d87ef4c09d5692ca433059e81b1c7b34c,7,20.2,0,2,Tier 3
0x4e0832b9249338e304d1b64a129ec7c443c088a0,163,71.4,13.9156,4,Tier 2
0x954e376276fed40ea1733945a5f37057c2d016a7,40,64.8,0.3671,3,Tier 3
0x2c99735ded71e30fe6e14ee719f4cae1125aab7f,157,208.2,80.8575,4,Tier 1
0x5e45922b0984263388f908453040defeb549fdf5,162,227,11.3275,4,Tier 2
0x4de667aa1c5640d5bd07146af6fdf8962d8e83eb,50,128.8,0.006,4,Tier 3
0x3f8a44c9b02f897f7e81cbac552d2c5ee43fd70f,238,251.8,0.4977,4,Tier 3
0xa19ef3a0a11f377bcc50696a4ed4e651d69021ff,174,227,80.4858,4,Tier 1
0x5d2e90b457354778dc1a861578f651f835c6f006,159,227,39.2879,4,Tier 1
0x72154a2dc4995fe8861a5f1cd4fa91b8b96d4293,165,326.6,0.6038,4,Tier 3
0x2ab1561e4feb7d89bc131575703d87d36827c1bf,168,247.4,9.5182,4,Tier 2
0x39041bb8497860a919330eea1010198c1cee6bd7,164,239.4,102.9261,4,Tier 1
0x27aece857d00fe022c9486e00c472ea70b61ba2e,176,203.6,3.0817,4,Tier 2
0x914a81e4c4e47dd380c0d54e1859c451bd1cb2be,160,229.2,12.6706,4,Tier 2
0xed277493c36de5abd94cc0f7f621d6710807f558,76,75.2,0.0244,4,Tier 3
0x9a4f900e5fcad47ef6efc468aa99491cca9fb568,182,230.6,12.3739,4,Tier 2
0x9180ed85dc07656fd9d1645ecdc15b75b18bdd5b,175,271.4,61.2148,4,Tier 1
0x80607df177ff847b0d7beafff0e5957519f0d2e8,164,261.4,14.4549,4,Tier 2
0xcdf4373714f405ff178d3e26692314335398cb34,165,69.8,14.0681,4,Tier 2
0x9fb09b5a3d16dce3188cd6b986d4543f70d18626,175,230,11.2108,4,Tier 2
0x3c1d42a93b29ce1f8860c3d54f89289b0ca22804,1,6.8,0,1,Tier 3
0x2ab91cf6d33b988d8c4567adc50453cade85346b,169,250.4,6.6351,4,Tier 2
0x505be4eaeb3b9aa6a208261e5ff4d79e9944e2ce,52,128.8,0.0059,4,Tier 3
0xb9e8ae14abe43e5017d01a7ef5f2c3c0b2052ab6,160,71.4,10.3878,4,Tier 2
0x2d1f339f268511b5a47297fd03b661d78c958b12,296,162,0.0234,4,Tier 3
0x506298cc53f59b2e03a623b65abb056f4b34105b,158,83.8,14.5121,4,Tier 2
0x3ca2ba7230e290c6611df9ed5642d5821966b4ed,191,134,63.6726,4,Tier 1
0x97f999e1b6c1b28f44eab7570d2e8e37bdf40b37,156,226.6,9.2122,4,Tier 2
0xda981391888c0192c126b9c5641065892683b25d,176,72.4,6456.2475,4,Tier 2
0xa0d8e9d224b1119a4e6fa6f0557748452575ba23,75,75.2,0.0008,4,Tier 3
0xbd17cc2af8492d6be8f6609a73702cd529f4d352,143,71.4,9.1481,4,Tier 2
0xf21be1116aa05cf666734c226da424569fc46dc4,172,304.4,17.1886,4,Tier 2
0x6ced1dbe751323c547ffa67b361778fa6f03960a,168,282.8,13.014,4,Tier 2
0x9d1ba4296e918a0cd6b0d30d82e922e656c9196b,172,249,13.1162,4,Tier 2
0x1ec9b6c4eaaf6a08b38891424d0fa2ce5e32759c,148,83.2,0,4,Tier 3
0x8d41bc603a7e4d9129a731015b2503ed8588b9e2,160,341.8,20.2746,3,Tier 1
0x214f6f303528120312c479f7bf254f060b235994,0,0,0,0,Tier 3
0xe5e561c2e6c76bb90f74bb1361dd82df2f872305,0,0,0.0579,0,Tier 3
0xcad9796740e699a0ab7d07bda7cc5d89dc9d9095,74,75.2,0.0076,4,Tier 3
0x172a93dbe316b3c4f8677c67ef084e437fbf7462,169,269.4,12.7156,4,Tier 2
0xe2d6cad904514f741e120525f50fde1c883cda5d,140,234.4,16.4979,4,Tier 2
0x3e5181075c0374c239c3d6e4431129126e96cff5,156,227,9.4413,4,Tier 2
0xfd3d257ed259a94bcfbf6ecd40dfc6599e36fe6a,0,0,0,0,Tier 3
0x35f7e17e39ca6cb7344445b119b23e173229381b,155,71.4,17.8678,4,Tier 2
0x48cc38b17db8db7270f7210f8bac84f2300fbe40,0,0,0,0,Tier 3
0x2fc851af26ced24fb0ec73f961ea35e282637610,167,268.6,12.1234,4,Tier 2
0x3d36cd374e8763403af29ba3d38053f86f07b526,176,153,0.0448,4,Tier 3
0x6a199f2c0bc8296cba13449641089d1a7b420202,277,959,0,4,Tier 3
0x547de8a476f9c9b3e79641b563fc1fbfb60bed6b,0,0,0,0,Tier 3
0xc8850bb813123b88a3358ace6f709b1d8d67bd31,159,227,12.8077,4,Tier 2
0x2da9bbbb50a0155f86469f27d5485b05b0619c7d,71,75.2,0.019,4,Tier 3
0xb2b74e4d362549149aeaff90e31cc93696f06c4f,154,71.4,8.9529,4,Tier 2
0x73a744ee186e8b6245a1a9efc986d5016ff26c55,158,83.8,12.8608,4,Tier 2
0x6bd9f8535f2e0595c798c0be26e7a8b56cf3c24d,0,0,0,0,Tier 3
0x2c24daa7f1925f0ff2bb0fcef38ff7613ff824a3,150,227,13.1107,4,Tier 2
0xaadbcaea39170af856d7e701d3f40587b6cb6b52,146,228.4,8.8991,4,Tier 2
0xc4d59c13872c0885304e551f67ea75efa7d0b14d,274,236.6,0.1564,4,Tier 3
0xdf56f24187fbb2ec810810df3e6ac032f3908842,0,0,0,0,Tier 3
0x7c4bedd3c5e84a683421a4811cbfe247424ce829,151,225.4,14.0371,4,Tier 2
0xa7e08920bae3274f509d8a6a29b881f2ddd69ffb,0,0,0,0,Tier 3
0x86e4044b9104bded55fa6a55df18f0ad82adc462,160,241.6,2.5564,4,Tier 2
0x867ac638a84c35b5962405a0e099cc7e8012d206,295,237.4,2.5361,4,Tier 2
0x2a3ac5899c88039c53b2929af51a0d109be18c2e,68,75.2,0.0211,4,Tier 3
0x95b2862f8d6d3391ded7c9615901ae5d2d1fc343,148,248,9.0326,4,Tier 2
0x154b86ac5d761dcb21a81e6dcbbe06583404e1e6,166,227,15.9744,4,Tier 2
0x3e845787007b74175b313968ab13dc7a7d777d80,147,227,13.5187,4,Tier 2
0x34ebbba579672be1469c1efa29e833d983e9fe49,0,0,0,0,Tier 3
0x08a62cf8171c322336252db99eb40b5c2e31ea4b,159,132.2,12.7426,4,Tier 2
0xb88c0f54496576a85291b6e00a374fce7227604a,136,71.4,11.9606,4,Tier 2
0x3d5c55dc72b3300015dff92fac01107fbf884267,41,121.4,0,4,Tier 3
0xe2eacc596d1370d9b7598f1c400f663fbdd7a63d,0,0,0,0,Tier 3
0x442d17cb0a14f00a08b6af86ae29b4324cc5a3fd,27,121.4,0,4,Tier 3
0x6314a3a2d6d19e79169425f2c1491bece5c985be,150,239.4,12.9234,4,Tier 2
0x75b016691bf9451ba02803c54933717cbf562016,175,24,2.1955,4,Tier 3
0xd4e5e47777db0a0386a4d64e1382322c0c762ea7,68,75.2,0.0179,4,Tier 3
0xcfd4a8c69fd18cb4e571371ebf93e8ce9f9bafa3,159,228.2,12.9036,4,Tier 2
0x29a8950b7ba5ca48d1ff165c051add3ab8118445,0,0,0,0,Tier 3
0xa062ea3592bf54ca3cbdfe09cce4b99fe4e635af,154,71.4,9.3557,4,Tier 2
0x1b072741fc92158bb9e2203d2c28957b178cf7cb,149,203.4,12.7165,4,Tier 2
0x10c6c0fbf28be3fddde6461ae7597ceb4183e119,155,203.6,8.7543,4,Tier 2
0x4e44a2e9b1f933dbe9c56af4deb696c56ad39e60,152,71.4,8.8778,4,Tier 2
0xca07a150da78907a524cb54520940589cb34fec6,0,0,0,0,Tier 3
0x9204e7a4c6b10bc858ed56d712fa2fcc031a7700,158,284.8,15.5805,4,Tier 2
0xed1d431de8eb00a415e9216222cf540b781a6f8a,162,314.4,15.7673,4,Tier 2
0xe7a0171066454aa41f2318c84b07797ea78509f3,156,227,12.6233,4,Tier 2
0xf4810639a42da7807c2568282a1f8499a530bfb1,0,0,0,0,Tier 3
0x83f90321cfbce4236d997e2395375ee0940a45ed,69,75.2,0.0245,4,Tier 3
0x71b97ea1359503b1f6ce6603a8e4bf9a07c36f9d,53,15.2,0.0266,4,Tier 3
0xfa04dfb92acdbf2f14af8ab66f52e3d9520b6fda,133,71.4,9.2685,4,Tier 2
0xc1c69f223f72861578389746931647ac0985d70e,159,71.4,12.6719,4,Tier 2
0x468be4258e17442563381281f562eee10ef4f62a,155,286.2,9.1881,4,Tier 2
0x4ab679f866fb19176f84cf4e9a9de940058d2e47,149,133.2,13.6243,4,Tier 2
0xd9e9a6a78e0b3ccfda76dfe208b9e93c3cb91319,158,71.4,9.1994,4,Tier 2
0x3cf224633b162f272e5776cc4e4d196b7c4a142a,159,262.6,81.1107,4,Tier 1
0x531ef26cafe1cd65c9f445268d85980a1cc1edae,53,128.8,0.0248,4,Tier 3
0xaf0177cd8850f8faea6c69d0a7f9c89482c116f3,151,71.4,15.7366,4,Tier 2
0x1c0c101b6e43bfb4e1a54c1cb8aa4f0301036a52,159,216,9.2422,4,Tier 2
0x427893babcf87b8c5274b708318855d884089c78,160,175.8,8.7602,4,Tier 2
0x5e4648a5b0490e8357ed33b75af9a1aff8a8d7f7,159,291.4,5.5468,4,Tier 2
0x83d047bcae0e421180e2a530caad190f79ec6b8f,163,250.4,12.0865,4,Tier 2
0xb39798d0d185c69d6b6a767c3ae6e25475a3bb76,144,71.4,8.7462,4,Tier 2
0xadcae08bfb341a479314b26829c586c4a0dafb6f,69,75.2,0.0252,4,Tier 3
0x0f77c86690e7044c6e79a52fbfde7f65cf341d25,157,271,9.474,4,Tier 2
0xa420d300318d3e5f85ff96c79999a7320ad1e2e6,110,156.2,0.0195,4,Tier 3
0xa002f6b072c45d253be45601e63c24e9b9a89a8f,93,56.4,0.0002,3,Tier 3
0x46c53191ba37cb6180443cd5495899d2df0dcfdb,400,273.8,2.7107,4,Tier 2
0x930f8c07d1a9fb56a859c095e4eb1489d8c27088,143,247.6,9.0756,4,Tier 2
0xc597ee584c262237bb1e4a2be22b33862de97445,0,0,0,0,Tier 3
0x8c53ecb3547b624dcaa2970d1d6def14da9db231,129,226.8,8.6777,4,Tier 2
0xa5c68927220d2c979ea78a2a8c6a4218e32e9748,152,42.6,0.0678,4,Tier 3
0x55848a002cc2660cca35e529332ed8da4cba8693,160,270.8,3.3071,4,Tier 2
0x26a570613c94191edd76af29010b3c6c9074a2f0,0,0,0,0,Tier 3
0x79cd45efddf314f910426abde4a13ddd94de8799,167,273.8,15.6197,4,Tier 2
0x1fb59a208a66837896957694fe32bec955228783,145,209.6,10.564,4,Tier 2
0x16d1a490936ff876c7ae390c627c2bd96448f891,71,75.2,0.0198,4,Tier 3
0xdfa4f6d7aa7bd8973d27c9bc9809630e33e7603f,149,247.6,9.786,4,Tier 2
0x15c6a41eb7e8018fb5759cf70124560cfcdb1f27,158,306.6,8.9995,4,Tier 2
0xe74324161a9cdc5e9b553b3e989b661c319a0e79,366,308,0.9964,4,Tier 3
0x5c77f89355ff025c7fffdf51b57765717589843b,160,235,9.7557,4,Tier 2
0xd4b12134c1e5d7e5f51447e36c33ad134c1020ce,131,71.4,8.0734,4,Tier 2
0x2e434d59c8831cfe8bdfb6aa4b3ce9d513819811,143,1.8,0.5503,3,Tier 3
0x51624f8f6ed58148f8ed5b8307fd5a8c0d94c66c,0,0,0,0,Tier 3
0xd6505059dfa8c9e6c72720a835479c2ea89b9dbc,156,79.4,12.9347,4,Tier 2
0x8e7c0189728b0a9a4b9326d5e0d8b751f122d4e4,155,297.6,12.1797,4,Tier 2
0x25fa7675261657537cbe61431ffa07af9b283a09,147,228.8,8.9528,4,Tier 2
0x23f2d728411239d79bccfe50070130bb0ab77e53,68,75.2,0.0262,4,Tier 3
0xa26cde542f09be1d4ccbba2f80afc97bb8fbcf30,141,227.8,12.5336,4,Tier 2
0xd0f8ae6290a0342df006b6c3dee2300b4b30351d,0,0,0,0,Tier 3
0x57db0a575a31e0dbcce60cb4fd809f60bc5a214b,5,5.4,0,1,Tier 3
0x175ecab305c525ddc165c658e0b08ec8a2c50abf,146,227,9.6669,4,Tier 2
0x4f3dced7ce1f5646e7f7a7fa36ed59c27ce85526,156,115.2,3.3231,4,Tier 2
0xda11f87a780bb7856e173ce95d8eecff9f796d3a,0,0,0,0,Tier 3
0xa06ab39645fb280d361dc29a3ce44cbe692a21c6,76,8.4,0.0012,3,Tier 3
0xc2972110b86a90563fa91c977c22a67f31b2f5f8,122,227,7.797,4,Tier 2
0x16051415ae3ebdb7435a56d94f1ce68320a7dd11,150,252.2,8.8516,4,Tier 2
0xecd114ddf7fe684594ba84edfa0ff86fe22801b0,73,75.2,0.025,4,Tier 3
0xcfc9bb97f478180f4d93cfe70e57e042d954a7b2,146,71.4,1.8109,4,Tier 3
0x5daa18923e673bd1990c0eb2f076696efd80a4c0,0,0,0,0,Tier 3
0xcbc26d9f14a2270d285b573f15b4e4788b021ea0,152,96.6,9.885,4,Tier 2
0xf41e2e7f0d656ed682eb5858a825f717a54bd025,352,197.8,0.0687,4,Tier 3
0x42c5cbb991980aac3abae2acb98a3a58df81fe45,157,265.6,12.5238,4,Tier 2
0xc66003c8e43570d5edabd044072abf9b43585be1,47,8.4,0.0325,3,Tier 3
0x1a4cb56637caed6bf1a7b24226e094b18eec6faa,42,43.8,0.1388,3,Tier 3
0xf7f95ae1187deb65ee84daba9b3a51f7d845bcbc,0,0,0,0,Tier 3
0xe75ff192c83cd7d83b47234ad58f18ec9a503aed,17,1.6,0.0034,2,Tier 3
0x1b73b22251ac2b3c01b123f2c6f9abd098dc3f33,8,13.8,0.1026,2,Tier 3
0x1bc64055c6f23022a3b5025fe8d898e9e014d6d9,155,287.6,8.6524,4,Tier 2
0x0f5c1c1449202581743b9e43a213ad15ef35bc84,143,203.6,7.711,4,Tier 2
0x0b88ea36f3384afb3c4b379c6b7b70f33d48a159,0,0,0,0,Tier 3
0xa566a22ba5602bfe343a75c4c908d0043a6b80b8,147,252.2,5.7007,4,Tier 2
0x371dbbdccc7bffc201af4876f833e2ef766a4ef7,87,50.4,0.0054,4,Tier 3
0xdf55bb519356751eb317925a272b1510a20f17b1,147,71.4,12.8173,4,Tier 2
0xc205be01e734e53f36b80984014f17496b8ae79e,151,118.2,11.4137,4,Tier 2
0x3f3d9023ddc357c16ab769fe798512633e29f083,148,209.4,13.8946,4,Tier 2
0x788bf7fefd972caec765b79d44f37627d148cda0,0,0,0,0,Tier 3
0x5eef05c105d87b6eb887b6cc45768bff45cf1a20,139,252.2,9.0325,4,Tier 2
0x51b2802715e87c1da6de1f7de71a9f71d828aac9,156,174.4,9.6163,4,Tier 2
0x497edf6592e2993401d42816f65bdbae0d44dd2a,0,0,0,0,Tier 3
0xef742e939ee2d55bf1341684f209074fa059da8c,137,227,9.0863,4,Tier 2
0x0df5c3e0c6e6bf746d9c9b2985d7769245301264,126,203.6,7.4486,4,Tier 2
0xf7db276c89dd72740c70bc152bd180be678d195f,150,71.4,8.9952,4,Tier 2
0xd0a71c90975942e7bfd5b4b267fa27c806bc731d,89,50.4,0.0244,4,Tier 3
0xe6462053bbe4c351f0e15d3efe8dec20348b1334,109,71.4,7.4274,4,Tier 2
0x6a50223f950a5f53c4dea8a0eb88ca898d0c9927,0,0,0,0,Tier 3
0xcff36b1ad7acbe3e4a58fb6e3018a107207faf25,131,92,8.1996,4,Tier 2
0xb7eaa446940662727b580952b3ebceed7cde7712,147,92,8.9843,4,Tier 2
0xbf39918ab5c32315080c18c55be5bef56c700497,0,0,0,0,Tier 3
0x5442ad8e71645968257c16c94b68bfe5e0dafef6,146,229.2,9.7337,4,Tier 2
0xfced38bf7cdff50dddda606b80be5561b7464d2a,27,39.4,0.1361,4,Tier 3
0x4a0d11833934d299852d58c2ba2ca6df7ed48027,154,250.6,8.9134,4,Tier 2
0x47e4731e9a241837cbfbd2e63491c73382a97ee6,49,128.8,0.0262,4,Tier 3
0x0e6a8cacff33886736abdda8e3fd61aec2b6ad92,123,71.4,2.3565,4,Tier 2
0x0586b4d388ccdd710eb423712c0a8c01724678fd,0,0,0,0,Tier 3
0x23edb27d9eef2b929a9f0711b7bebf577edb896f,149,236.8,8.1427,4,Tier 2
0xe42c4a09d9e3e1ae83b022bebd420d230a3e8e30,131,21.8,0.1058,4,Tier 3
0x7edb57eb33d3cd65455ebeb96aac27a86ca36db2,132,227,7.2907,4,Tier 2
0x7ad52ad973910fd19b217ff8a722d21bf4654f6e,143,252.2,8.9049,4,Tier 2
0xad7f8b87e77752c65073bdcb0e7666630b2195b8,0,0,0,0,Tier 3
0x066b75dfdc560965df081cf4c1f9ecdf22846679,162,246.8,12.1295,4,Tier 2
0xdf61cc382ade291e18d11b0e6bd92dbb0428063f,5,1.2,0,1,Tier 3
0x09fe942db3eda7ba590981cc8ab3c2069ae1b0f4,0,0,0,0,Tier 3
0x0de00214399206f5a76491927352910db8eb62d1,0,0,0,0,Tier 3
0xa91fa89ca45aaf3691daf9f2eaa2092afb3e0d3e,0,0,0,0,Tier 3
0x62e3abccd2a0a290dd702e94653d95ce79cb1733,0,0,0,0,Tier 3
0xc952b648ef968a5b86bf0359e7d60e20e4a86d08,0,0,0,0,Tier 3
0x4ffa883fefaca66a2b1c654d2a537e009d859791,143,71.4,6.5961,4,Tier 2
0xf4e79e4ee06ef8f0ae1accaa8168c8f2edabfd29,140,150.6,8.1266,4,Tier 2
0xae971481cefda688094bd02fb25fc4f59589a357,50,128.8,0.0244,4,Tier 3
0xc4c05c4c149fb54fb3064d4f5e2cf75b8bcfb889,128,96.6,8.975,4,Tier 2
0x84d2e366a58f94b4658866a720d57c63fecdb5ef,151,220.4,8.8505,4,Tier 2
0xfff2381b59a3a46b3388fc03dbba27c88fe6f290,132,71.4,8.3154,4,Tier 2
0xa25ca48fde9144251f0551c3ebcc312639383a98,126,227,8.9741,4,Tier 2
0x3681ba14a621f7479b61d4b8a8dabd03ac27222c,37,60,0.0483,4,Tier 3
0x5e5d7ad571d1c132f3d1abbcf134f3df5cef6bfa,11,21.8,0.0018,3,Tier 3
0x7e234e466d78610ded84ebc6e13a850381f5f65c,132,150.6,8.0629,4,Tier 2
0x776ca53d1012030cc221ec82f469484ae66566df,110,71.4,5.6502,4,Tier 2
0x5c9392ad6f47b25f6f30a4e5d5a3315890253422,0,0,0.0007,0,Tier 3
0x94bff784b2f3386a82b91f9b69d9dff6e375764b,139,175.8,6.4654,4,Tier 2
0xdc51c34b06979351e94b207d7eb8c6e158f6d941,134,96.6,3.3247,4,Tier 2
0x09de0b4950c586431a591b75beb889a71bba09da,162,257.8,8.2773,4,Tier 2
0xc5a304d5cdadc93c3430dbb5f65f0d87cad192bf,67,75.2,0.0188,4,Tier 3
0x19bf468d030b645691b38844370857fd8649142d,9,33,0.0681,3,Tier 3
0xdb5364330de0e576649d9ba6c87b5a5145a5395d,2,22.8,0.0005,2,Tier 3
0x4023ff99cffba48113e03ca203faff435f2270f7,131,203.6,6.06,4,Tier 2
0x921d1dd2b45b3591d542370dc8fc6ae670be12ab,154,150.6,8.0107,4,Tier 2
0x35569f969df6d9e9a4df83b428658ed7a60da813,142,252.2,8.6863,4,Tier 2
0x9b10b684b43733046d0309d6890a22ea27f96f99,112,227,6.0767,4,Tier 2
0x61174f861fab6943cbe7b27a93afdbc4a602d4db,144,309.2,6.2713,4,Tier 2
0x08786e071151c98acca1c29b0028ecdc0c82c00f,8,31.8,0,4,Tier 3
0x2678f4494237238e462fbd2e4795ca8c20cb62c8,153,248.2,11.2792,4,Tier 2
0xc34a5d8ad5e86bdb12d812231c68ed4235ab9743,50,128.8,0.0246,4,Tier 3
0x0884b70095f32e3c6e961fbd84775e93b0294d10,0,0,0,0,Tier 3
0x5640886c8152ccdb7df7cbd8b75bd8c2f8ba2b7e,53,40.6,0.6866,4,Tier 3
0x3f0f07d6fc4bbfcd4d38cbc3f3b7323e77b7bc0e,78,16.8,0,3,Tier 3
0x8c6e27f90a51bde27343b626452c278eada144d3,154,227,7.9861,4,Tier 2
0x9716851366be16934502c9e659ce0a1809fc64d1,145,228.8,9.0417,4,Tier 2
0x398e738387f0b85d455e80365b13118c1a41f179,105,227,6.0607,4,Tier 2
0xd0e21062a33c4996bd9cea26a25912817f588daf,136,96.6,8.6934,4,Tier 2
0x54c7bce2c00cbb8302fb7b61ea8a2ddb8e118084,128,227,6.0083,4,Tier 2
0x0e6e7a92bf18ad2a95ae23252d570226853aa1c2,140,71.4,7.9427,4,Tier 2
0x0a3461af7bf0b6af6d61193757c5f4337e0986e5,153,228.8,8.5865,4,Tier 2
0xd1b4ad71dc7655675e821c9a674ba570718f073f,154,71.4,8.1675,4,Tier 2
0x6499f5fe6bd385e07276361c61a1954ec18fa59c,122,305.2,10.3055,4,Tier 2
0x554adba64ae48c8c1a982d2a8b520b5cd89ace24,121,227,5.9889,4,Tier 2
0xcf087eca6348b53a34e7e42d0dbc082b84ee3c86,102,71.4,2.5931,4,Tier 2
0xd9ada0b7be5a173f608d1f31278b5bd9ce470ae2,77,270.4,0,3,Tier 3
0x65abbd9855276672a852c045f5e25d91892d0353,1,16.6,0,1,Tier 3
0x23471147a21a614fa0ca63ce7ae293ec8c295e73,131,203.6,2.5765,4,Tier 2
0x58da738b8eb411c7569ca3ab02732c5642dedfb5,137,253.6,12.2634,4,Tier 2
0xcbcafd529db6754e8ba210c3c37aa741031205ca,129,71.4,8.1653,4,Tier 2
0xe0e2381c01ed4ebe753ed98f2acc155e1232924f,121,247.2,8.5751,4,Tier 2
0xe7c2314cd2df655b5f3d925eb8749962c077b04e,18,7.4,0,2,Tier 3
0x8fb3d18a9e42de01569853518452f1316a5c25e0,100,71.4,6.1223,4,Tier 2
